Id,Title,Description,Download_link,ECR
1613923d5cba1c1ab097b05606a76dbb,,Mannnnnnnnn yall know how to piss people off,https://cf-st.sc-cdn.net/c/4ROQIbJZDb2P2e6YnPhiF.1034.IRZXSOY?mo=GjsaDRoAGgAyAQNIA1AuYAGiASkIiggSFwoVIAFKEQoMnQE6OVZASElCNi49EPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.603615730776756
1aa1597e5c951067b9af69ff5fc92062,,Gotta make sure I annoy my sister dailycheck mark button,https://cf-st.sc-cdn.net/d/XNaWcS0PHIZ0xPQEZN78y.1034.IRZXSOY?mo=GkIaDRoAGgAyAQRIAlAuYAGiATAIiggSHgocIAFKGAoTbDEoJEszQzkqMBo3X1k4IiYmIxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.8570221091762864
b4b1b88e515ed8b0569762a64d809dc6,,,https://cf-st.sc-cdn.net/d/jsNRvgGbyxeNi2DZsCVy4.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIAlAuYAGiASoIiggSGAoWIAFKEgoNckNPT1JOPz80MDI1SxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.0171786343181373
349ddc98a7636b3519416515ade77385,,,https://cf-st.sc-cdn.net/d/AsE0GDfTMRIljsxInrsoY.1034.IRZXSOY?mo=GkgaDRoAGgAyAQRIAlAuYAGiATYIiggSJAoiIAFKHgoZQB0WIiMYFBMRFhMQDg4NDA0PEBMQDxEQDhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.1665584034435531
22f7ee846f11a2074f594325c8982f95,So satisfying face savoring food  satisfying  satisfyingvideo  trending  asmr  asmrspotlight  asmrsounds ,,https://cf-st.sc-cdn.net/d/hDhjzEukwWOUbDlII4lsW.1034.IRZXSOY?mo=GpwBGg0aABoAMgEESAJQLmABogGJAQiKCBJ3CnUgAUpxCmxzMyUoJSssHhslMS8rKCg0JiMkKColJyEhNCEkKCQjJSMjJTMmJB8jIB4gGi4jHyImIiEjIBw2JCgkJCUjJR4lLiEnIR8jJUE1QzYmHR4kJCAgHy8eHB0cIBoeHS8eHB8wIiEiIRk0HB4hHxgQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.9531598513011152
1423799e9e6294a48cbdf173a0640ad0,real,,https://cf-st.sc-cdn.net/d/TNHygo8i7xneX8VZBwbOs.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIAlAuYAGiAScIiggSFQoTIAFKDwoKTyAmJiQfJCMgGhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.6213969868910194
9012e7e68799c8bace7087326a77872e,,VERLANDER!!!!!,https://cf-st.sc-cdn.net/d/LAopkGk36OuJDMJCFbd0U.1034.IRZXSOY?mo=GkAaDRoAGgAyAQRIAlAuYAGiAS4IiggSHAoaIAFKFgoRTC4aFxgWGS8zOTYpIy4vQUQQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.0725180982195265
949cff66d2d5db1d5ef373bd7c07276b,,,https://cf-st.sc-cdn.net/d/e80rxfZ2r5xZ5WUOdYXI5.1034.IRZXSOY?mo=Gn4aDRoAGgAyAQRIAlAuYAGiAWwIiggSWgpYIAFKVApPdjUwLzAuLSwyQzc2MTc7NDU5PkQ6ODw5Q0M6MTdRQzdAQzY1PDkvQSw3MiwxLTQ6N0QwMis0LiMnISUzHyQlISsqMCQsJyAmHyIpIygmNhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.0921776560360007
4fe14f939e9bc67067927f57f297e5ea,5 Things the Queen has never been able to do exploding head,,https://cf-st.sc-cdn.net/d/mdVVT10S3dpjAMiXibVpQ.1034.IRZXSOY?mo=GpMBGg0aABoAMgEESAJQLmABogGAAQiKCBJuCmwgAUpoCmN0ICUiE00eJxobHiUfHSQ9HBseGTAmIRwgPxogGR4gFhkTGkMxIR0aHBMbER1JGyAcIx0hIxlHJCQaGxYkJBofTxkYEyYdFRYXPxooHR4cFhweJjocGSQeGh4XJRYyJiosHRQQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.992784190960673
7df4d3c1916ec212d07b22ddde9e473b,Would you guys know where Portugal is at?  trivia  map  entertainment  geograohy  publicinterview  funny  viral ,,https://cf-st.sc-cdn.net/d/l6ewSr4PRRmyuZDzqgvC8.1034.IRZXSOY?mo=GokBGg0aABoAMgEESAJQLmABogF3CIoIEmUKYyABSl8KWqcBKUQjISkiJR9FRSRhKi0mIBo1NiJnNzgiIRViI2MyKD40Kz5RNEpjLyYWVSgbZSAiGUhUKCIcbyd8KSUvQzB4IhdMLUYwJFdUKhlKLSkoYzEvOF89NTc2NBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.4030600665231852
2fee3eeb8556b185174cf1c0b19636c8,humbled me real quick  mom  creepy  old ,the way I was humbled by looking EXACTLY like my mom ,https://cf-st.sc-cdn.net/d/rJYTYQuoZMeKFJA2RMVsZ.1034.IRZXSOY?mo=Gj8aDRoAGgAyAQRIAlAuYAGiAS0IiggSGwoZIAFKFQoQNyAZFBUPIRobHRwYGhoWEhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.5805204460966543
fc61c9a6e8e6f2f7fcb401cb89f09aaa,,I DIDN’T MEAN IT BUT IM DYING - loudly crying faceloudly crying face,https://cf-st.sc-cdn.net/a/izFuC94R34KSwRYmYhalM.1034.IRZXSOY?mo=Gk4aDRoAGgAyAQFIBFAuYAGiATwIiggSKgooIAFKFgoRPyQsLiIkISkxIScbKRgUFy8Q9ANaAxD5VloHCOFAEP_UJSILEgAqB0lSWlhTT1k%3D&uc=46,0.3462962238309528
055961570c7343b6a76682397f360143,,,https://cf-st.sc-cdn.net/d/0k0w9lFnCD3GNhiHFfxpD.1034.IRZXSOY?mo=GkIaDRoAGgAyAQRIAlAuYAGiATAIiggSHgocIAFKGAoTTy0mNDMlQTEzNy06MS4xKjkzPBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.164476619056936
34821243901591e05e43a2f234a244a4,Do you think it was worth it?  farmerlife  farming  farmlife  agriculture  farmer ,,https://cf-st.sc-cdn.net/d/5lFOYEy9t4qPrNOdlnjJq.1034.IRZXSOY?mo=GnIaDRoAGgAyAQRIAlAuYAGiAWAIiggSTgpMIAFKJwoirQFOQzs4LiRqMiw0My4iZjErMjM2K0IrJ0sgUikyNDIvIBD0A1oEEPyWAVoHCOAdEKqSIVoHCIY4EPnCOFoHCIdfELuCWiILEgAqB0lSWlhTT1k%3D&uc=46,0.8217413422030914
d37db687d2858b8c163f4849a4b6d4df,,THIS IS WHY I HATE FIVE GUYS! sweat dropletscup with strawlying face | @rowheimfarooqui,https://cf-st.sc-cdn.net/d/pk6T6XPyyUzWh6Bq67DEd.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIA1AuYAGiASoIiggSGAoWIAFKEgoNdlBIPTc8QEE5NT4zOxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.9193817256896888
fceabf3d4fb7dbd4317ef61e03072cbf,,When he’s visiting New York rolling on the floor laughing,https://cf-st.sc-cdn.net/d/Z9d2BidXRKazMdxFHL1RQ.1034.IRZXSOY?mo=GkEaDRoAGgAyAQRIBFAuYAGiAS8IiggSHQobIAFKEgoNRiYgJhojIx8aKCAdIBD0A1oDEPlCIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.4390921541772647
bc952c6d9ed7160210e530e5e215026f,,,https://cf-st.sc-cdn.net/d/vFlbISupbtB0ew5DNAg8m.1034.IRZXSOY?mo=Gl0aDRoAGgAyAQRIAlAuYAGiAUsIiggSOQo3IAFKMwouUh4mHyYvIytCQigqIxwZCxMhEyUUFSYzHQwPFB4TFBEQIBMPCh8yGgsYKwgZCRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.7555233809430639
d5cba37901072a14799933f3288072a2,,the top one is crooked cuz I’m short lol but I think it’s ok,https://cf-st.sc-cdn.net/d/Xm7GPEon9XLuMsBVo6QX3.1034.IRZXSOY?mo=GlwaDRoAGgAyAQRIAlAuYAGiAUoIiggSOAo2IAFKMgotXhsaJhYRFhETMRQUERghFRUWFjITFhkYIhwXGDUZFBwOJB8YGRY0FBYdGyIOEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.1418117785169242
5bb7db092bb7021bf1f3414741dbb788,,,https://cf-st.sc-cdn.net/d/e2hJWqqdCvdglrGNXfSB2.1034.IRZXSOY?mo=Gj4aDRoAGgAyAQRIA1AuYAGiASwIiggSGgoYIAFKFAoPPikvNyUjMjQuJzc9NjYxEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.1194286832322441
6717261010dbc87c83b216f1a38a10c4,,Stuck in the Upside down Barbie world ,https://cf-st.sc-cdn.net/d/gRxRSxFOi0Sv5IUmbVQBk.1034.IRZXSOY?mo=GjsaDRoAGgAyAQRIAlAuYAGiASkIiggSFwoVIAFKEQoMRBwdICUzNzIiKB0bEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.7226217961260027
62c7c08c9e4f4a8e1a8a333fa64efbf0,,He has no idea I can see his cards in his glasses face with tears of joy ,https://cf-st.sc-cdn.net/c/mVrGnib1biZHkKiUPWtqh.1034.IRZXSOY?mo=GjwaDRoAGgAyAQNIA1AuYAGiASoIiggSGAoWIAFKEgoNgAFJOkNBOUE7PEI-QBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.5046448835844257
dcba7d2d5d13a36a3a5d992b80fe3254, tiktok  quotes ,This OK hand light skin tone,https://cf-st.sc-cdn.net/d/jF0eCoN6vwgTojUSlLjj1.1034.IRZXSOY?mo=GosBGg0aABoAMgEESAJQLmABogF5CIoIEmcKZSABSmEKXGMVERcODw4PESgOFBcSDRIREA8oEQ8PEhANDw4pFhIQEREODQ0TKREUEBQRDhAQESkMEREXERETEhQrEhIRFA8PEA8rDg4PDQwMCg4PLQwRDw0QDxUMES0UFRMREPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.2672275484249657
9c55ec42b0d332dc7657ac8119b294e0,,,https://cf-st.sc-cdn.net/d/7buiDlctWm8vnkZqqhYF1.1034.IRZXSOY?mo=GpUBGg0aABoAMgEESAJQLmABogGCAQiKCBJwCm4gAUpqCmW0AUdOQz1BNjY4Vi4vLjYzNC0wL0oxMSY_Ozk0K1E0MysqNjQ0Ly9VNSQxLDUuPzQwTzA6MDA5LiwqSzg1KDk1MTEzMEwzQSUhLzdBNjJUPTEhLTQiLisxTDw_RSsuOyoiWTYxJxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.0233692036783408
e2dc7ad423d31c5a49d6133c16a17228, artisticswim,Just a normal day at work seeing someone flying,https://cf-st.sc-cdn.net/a/ZyuwmueXJ3CtJxb8VykJo.1034.IRZXSOY?mo=GjsaDRoAGgAyAQFIA1AuYAGiASkIiggSFwoVIAFKEQoMdmlLTzhBPzk0SD0xEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.197245157503424
dba953aa828c3f754bfbe259b2259270,Do you exercise?? thinking face  interview  trivia  quiz ,,https://cf-st.sc-cdn.net/d/TaMInYd9JaXsKb5dZFKX2.1034.IRZXSOY?mo=GkkaDRoAGgAyAQRIAlAuYAGiATcIiggSJQojIAFKEQoMcSc1LCkhITMiKSIwEPQDWgMQoEFaBwi9HBCKwRYiCxIAKgdJUlpYU09Z&uc=46,0.2747094502054392
5dcb1bede0cc3c49dbcab2b582e258b6,,,https://cf-st.sc-cdn.net/d/ov3rQ5FeD8LreSYErSS8P.1034.IRZXSOY?mo=GqoBGg0aABoAMgEESAJQLmABogGXAQiKCBKEAQqBASABSn0KeJ0BOjg9Jy8wLCZOKSYkOlVZSzZCXDkwPUc8Ny8sSCwxMCYpKC4qNFcsTDI1NTUtOjdNNSw6NjEvLC9CMjs2Mzw0KzUzNzY0LDI-M0YvMTUzLzU1Ny8_MTkuND46Mys2OC42NDkxNi80PDE3NDE6NTM1KUkwNjAmNRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.1694149872823322
375aadfc13fd9bf8a1053f5136ff4ea1,May or may not have happened  spotlightviral  apotlightoftheday  funny  comedy,When you see your ex’s viral video about how toxic you are shows up on your feed,https://cf-st.sc-cdn.net/d/EYiKMvNTAPYRISO4jb9jI.1034.IRZXSOY?mo=GkMaDRoAGgAyAQRIAlAuYAGiATEIiggSHwodIAFKFAoPNRMdFiAaGBQQFxAXExEQEPQDWgMQ5UsiCxIAKgdJUlpYU09Z&uc=46,0.5288123654862062
e0c91eac4bcba226536c257f7fcabede,,I’ve never seen such a big eggplant eggplant,https://cf-st.sc-cdn.net/d/2YD5c9wqDN8TNf1pLGOeB.1034.IRZXSOY?mo=GjoaDRoAGgAyAQRIBFAuYAGiASgIiggSFgoUIAFKEAoLRDk5KzQ1JTQuKyAQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.3877284288788887
5d1087c1adaecd96ff7a166233b20b74,,This is inappropriate step mom,https://cf-st.sc-cdn.net/d/vPoaJsSDdzUL8mtJJmte3.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIAlAuYAGiAScIiggSFQoTIAFKDwoKJCUiKh0ZHRgdGRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.5243748777147329
